"cuenta.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"C-02722","16","43335.61","Wed Jun 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02734","20","77648.16","Thu Oct 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02736","92","133913.24","Sun Jun 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02739","165","23929.62","Sun Apr 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02741","74","38126.39","Tue Nov 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02742","121","107868.7","Thu Jan 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02744","153","107684.16","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02747","52","86516.37","Fri Feb 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02757","70","140925.19","Tue Aug 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02761","16","104595.05","Mon Feb 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02765","64","145069.03","Fri Jan 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02769","51","6524.5","Wed Feb 22 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02774","101","52539.71","Sun Jan 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02775","51","144027.71","Sun Jul 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02776","169","107393.3","Tue Mar 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02792","142","21480.05","Mon Dec 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02802","125","58649.28","Fri Jun 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02806","85","55574.94","Sun Jun 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02808","26","90871.15","Fri Jan 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02817","22","14855.06","Fri Apr 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02829","142","134554.95","Tue Dec 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02835","64","30707.64","Tue Jul 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02857","34","2420.35","Sat Feb 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02861","34","32117.51","Fri Jun 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02862","22","118595.14","Tue Jan 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02874","142","83228.47","Wed Jun 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02879","142","149145.26","Thu Dec 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02900","52","29212.13","Sun Nov 11 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02908","4","39336.61","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02911","126","21041.59","Tue Jul 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02917","64","102627.5","Wed May 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02924","66","91072.46","Thu Oct 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02940","26","106299.02","Thu Nov 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02943","66","126188.9","Sun Sep 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02968","101","126887.06","Thu Feb 20 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02969","85","132118.35","Fri Feb 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02974","34","80811.37","Sat Feb 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02981","165","123774.75","Tue Mar 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02994","66","130775.39","Tue May 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02996","68","84665.31","Tue Aug 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03016","187","79846.89","Wed Oct 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03024","52","145082.3","Thu Oct 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03038","37","88618.07","Fri Oct 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03039","126","80996.71","Tue Sep 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03041","152","148919.83","Mon Apr 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03042","85","126884.55","Wed Nov 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03043","66","46750.42","Tue Dec 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03049","23","23150.64","Mon Jan 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03053","165","32275.24","Tue Oct 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03059","20","2255.35","Tue Apr 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03066","89","91414.98","Thu May 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03067","165","75431.05","Fri Jun 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03068","74","81011.68","Sat Feb 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03072","65","136482.51","Sun Jun 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03077","125","90954.84","Mon Mar 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03081","89","12161.93","Tue Dec 11 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03087","16","87823.61","Fri Sep 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03088","34","150867.07","Sat Jul 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03090","22","72267.71","Thu Feb 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03094","70","124193.1","Wed May 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03099","148","143191.24","Sat Apr 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03101","51","109153.43","Fri Sep 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03102","70","37886","Tue Nov 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03106","4","114060.5","Thu Mar 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03114","119","50772.3","Fri Sep 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03115","64","93572.49","Fri Dec 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03133","37","75750.97","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03143","34","35967.62","Fri Dec 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03145","92","40881.94","Fri Feb 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03154","126","134589.61","Sat Dec 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03156","64","30109.1","Tue Oct 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03157","74","89434.73","Wed Nov 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03163","52","38619.51","Sat Jan 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03165","16","63761.98","Sun Jan 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03166","23","28982.28","Mon Oct 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03170","92","16067.02","Mon Feb 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03171","92","121296.51","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03182","85","91673.25","Sat Aug 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03183","187","35422.74","Wed Oct 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03195","169","129231.66","Mon Jul 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03204","125","25567.08","Tue Dec 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03205","70","97482.17","Thu Mar 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03206","92","146317.76","Thu Mar 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03208","64","98059.15","Fri Jan 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03210","73","121557.07","Thu Feb 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03213","101","87813.84","Thu Dec 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03215","64","80378.97","Sat Aug 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03225","154","18576.99","Wed Apr 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03235","146","14242.67","Sun Dec 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03236","52","57506.44","Sun Apr 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03237","165","22956.37","Thu May 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03246","64","15979.33","Mon Sep 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03252","148","42971.36","Thu Apr 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03259","89","20978.18","Mon Sep 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03264","68","140356.26","Mon Jan 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03270","52","149298.84","Thu Mar 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03273","66","42807.57","Mon Nov 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03279","20","36351.43","Tue Jun 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03284","119","67388.02","Sat Dec 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03285","141","57030.47","Tue Sep 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03286","64","40392.71","Wed Jan 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03288","52","99357.61","Sat Feb 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03293","89","134115.22","Mon Aug 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03295","101","27390.96","Sun Feb 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03296","68","128896.68","Fri Jul 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03297","85","127290.85","Mon Feb 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03307","92","23642.4","Wed Mar 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03311","73","98409.09","Wed Apr 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03312","22","37307.58","Thu Oct 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03314","64","50359.29","Sat May 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03315","51","74674.09","Thu Dec 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03326","23","18340.13","Thu Dec 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03329","85","26860.53","Tue Jun 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03330","65","66569.28","Fri May 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03335","125","57720.57","Mon Oct 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03336","20","125148.01","Thu Feb 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03347","68","60271.35","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03354","85","125775.9","Wed Jul 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03356","66","71284.11","Wed Oct 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03366","51","82702.95","Sat Mar 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03369","141","112208.16","Thu Apr 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03371","125","89427.05","Fri Jan 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03375","64","80265.86","Thu Sep 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03384","101","13832.99","Fri Mar 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03387","146","61526.44","Sat Mar 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03394","146","147542.57","Tue May 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03405","121","19097.87","Tue Sep 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03417","146","50285.77","Mon Feb 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03419","66","104654.03","Tue Apr 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03420","26","148480.14","Sat Dec 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03425","73","54366.53","Wed Nov 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03427","146","136185.54","Sat Jul 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03430","85","94270.1","Sun Jul 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03431","34","146443.96","Sun Apr 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03434","146","120352.63","Thu Jan 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03442","52","43748.77","Wed Jun 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03459","23","28773.2","Wed Apr 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03462","26","97982.09","Thu May 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03471","125","17304.97","Mon Nov 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03474","26","143814.73","Tue May 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03476","73","27455.78","Sat Mar 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03481","125","10700.49","Tue Oct 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03493","85","136064.39","Mon Nov 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03497","74","41329.09","Thu Sep 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03505","74","23546.03","Fri Jun 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03506","68","50389.43","Sat Dec 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03520","22","124817.7","Sun Oct 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03530","153","150521.85","Tue Dec 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03539","20","90119.96","Sat Feb 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03544","20","28955.87","Sun Oct 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03565","22","145328.94","Mon Jul 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03567","101","22153.02","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03571","16","69452.87","Sun Apr 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03575","73","6458.02","Sat Nov 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03586","23","107675.16","Mon May 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03601","20","89174.72","Tue Nov 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03605","153","44305.48","Thu May 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03617","187","123059.64","Thu Dec 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03620","16","30306.5","Sun May 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03627","25","105952.98","Tue May 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03664","52","66750.24","Sat Feb 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03665","70","140118.83","Fri Jan 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03666","26","126622.86","Sun Aug 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03691","23","119824.83","Tue Mar 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03697","152","103505.99","Fri Mar 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03699","34","17515.3","Sat Nov 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03702","16","61692.74","Tue Dec 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03703","165","84644.52","Thu Mar 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03704","148","104161.92","Mon Sep 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03715","23","27028.61","Wed Feb 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03719","52","98661.18","Sat Jun 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03725","121","37144.48","Wed Apr 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03726","165","61351.03","Sun Dec 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03728","51","77472.66","Thu Apr 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03732","70","3592.06","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03735","4","56589.71","Mon Aug 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03738","4","64290.63","Tue Oct 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03742","146","104443.2","Wed Nov 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03748","25","83475.66","Wed Aug 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03755","68","66233.26","Fri May 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03756","85","91562.94","Fri May 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03758","37","46592.3","Wed Feb 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03761","37","109629.48","Fri Aug 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03762","73","31928.89","Sun Sep 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03767","101","117315.55","Fri Sep 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03769","66","51012.45","Tue Sep 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03772","92","137036.42","Tue Jan 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03774","70","87765.04","Tue Jun 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03779","121","114212.09","Mon Dec 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03786","152","105830.85","Sun Feb 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03791","68","80850.36","Mon Sep 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03803","153","2913.84","Wed Mar 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03805","4","93559.75","Mon Nov 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03812","70","80450.12","Fri Jun 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03823","73","119527.91","Thu Mar 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03826","187","69001.33","Wed Aug 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03829","34","129552.58","Tue Aug 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03831","73","33754.62","Wed Nov 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03835","169","147113.99","Thu Apr 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03836","92","127253.72","Wed Jan 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03837","68","40463.75","Sun May 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03841","169","100639.42","Sun Nov 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03845","165","113303.17","Wed Jan 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03846","22","45903.18","Fri May 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03849","66","22852.06","Thu Oct 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03851","85","5813.78","Fri Nov 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03852","89","7450.62","Sun Apr 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03856","20","76678.84","Fri Nov 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03861","74","2090.72","Wed Mar 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03862","74","124847.88","Sat Dec 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03863","125","32072.7","Tue Mar 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03865","169","53490.99","Sun May 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03867","4","76756.27","Wed Mar 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03879","4","51084.44","Fri Nov 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03880","64","98476.23","Sun Mar 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03891","85","129155.84","Sat Mar 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03898","23","74800.57","Wed Mar 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03899","4","101973.27","Mon Mar 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03901","92","93617.79","Fri Jan 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-03903","68","126987.76","Sat Nov 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03914","119","23290.35","Sun Oct 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03918","101","135165.01","Sat Apr 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03928","146","34207.13","Wed Oct 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03931","74","27608.93","Mon Oct 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03933","23","35783.62","Tue Jul 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03935","4","118069.76","Mon Sep 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03942","89","43681.46","Wed Oct 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-03957","68","54504.24","Wed Aug 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03960","119","131424.07","Thu Feb 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03969","125","149563.92","Thu May 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03976","68","6766.7","Sun Feb 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03979","153","67644.86","Fri Dec 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-03984","64","69235.52","Sat Dec 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-03986","85","122893.82","Wed Apr 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-03987","20","112164.21","Mon Apr 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03993","37","81119.31","Mon Jun 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-03999","121","102456.16","Sun Sep 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04005","153","11518.1","Wed Jul 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04010","73","13864.77","Wed Apr 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04011","51","57679.91","Tue May 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04013","66","66368.5","Wed Dec 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04019","74","91692.31","Sun Mar 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04035","37","74341.9","Tue Feb 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04040","65","90075.81","Tue Aug 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04049","148","44343.99","Mon May 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04052","152","13088.97","Thu Sep 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04053","25","32277.89","Thu Feb 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04076","74","10840.08","Wed Apr 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04079","125","47769.47","Sat Jun 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04085","148","32948.51","Wed Nov 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04086","22","70891.71","Mon Oct 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04090","16","129191.37","Mon Sep 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04095","73","26786.84","Tue Jun 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04099","20","33178.63","Thu Oct 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04101","146","124051.73","Mon Oct 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04102","20","45669.38","Tue Sep 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04105","119","142111.08","Sun Dec 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04110","16","122578.86","Sun Aug 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04117","165","130373.75","Wed Aug 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04122","125","10855.65","Mon Nov 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04126","34","70523.2","Fri Apr 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04131","34","92148.32","Wed Jan 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04133","148","33698.22","Sun Aug 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04140","152","93202.88","Sun Dec 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04141","85","51128.76","Wed Feb 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04144","70","46421.05","Sat May 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04149","153","32024.89","Wed Jan 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04153","68","64814.37","Fri Mar 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04158","23","2248.19","Mon Jul 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04163","25","87877.21","Sun Aug 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04165","169","2997.32","Fri Apr 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04166","34","21494.65","Mon Jul 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04167","22","78657.67","Fri Feb 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04168","34","95424.62","Sun Jan 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04172","64","32974.7","Wed Feb 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04192","16","82710.55","Sun Jun 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04193","22","34110.5","Mon May 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04194","74","97360.5","Thu May 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04203","70","121488.68","Wed Nov 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04212","85","146810.51","Sat Nov 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04216","101","18186.62","Thu Mar 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04231","92","36512.4","Wed Feb 22 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04244","64","40268.64","Sat Mar 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04253","92","63081.72","Thu May 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04259","70","2293.51","Mon Dec 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04269","16","57195.63","Fri Feb 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04272","74","135230.23","Wed Jan 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04280","52","28033.08","Thu May 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04282","165","74901.99","Thu Dec 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04295","152","42324.59","Tue Apr 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04297","74","97387.74","Sun Jun 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04303","22","71370.03","Wed Nov 20 2013 00:00:00 GMT-0600 (hora estándar central)"
